Company Name,Machine Name,Category,Production Capacity (pcs/hr),Dough Min (g),Dough Max (g),Products,Key Features / Notes
Koenig,Classic Rex | Classic Rex Futura,Automatic Divider & Rounder,12000,13,180,Baguettes,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Ladi pav,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Fruit buns,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Burger buns,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Hamburger buns,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Hot dogs,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Long buns,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Jeera rusk,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Fruit rusk,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Tin bread,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Baguettes,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Kulcha,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,White bread,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Brown bred,
Koenig,Industrie Rex | Industrie Rex Futura,Automatic Divider & Rounder,48000,10,150,Jeera butter,
Mono,Mono Epsilon,Confectionery Depositer,5760,30,80,Cup cakes,
Mono,Mono Epsilon,Confectionery Depositer,5760,25,60,Finger cakes,
Mono,Mono Epsilon,Confectionery Depositer,5760,10,20,Macarons,
Mono,Mono Epsilon,Confectionery Depositer,5760,50,100,Sponge cakes,
Mono,Mono Epsilon,Confectionery Depositer,5760,-,-,Eclairs,
Mono,Mono Epsilon,Confectionery Depositer,5760,20,50,Drop cookies,
Mono,Mono Epsilon,Confectionery Depositer,5760,150,800,Plum cake,
Mono,Mono Epsilon,Confectionery Depositer,5760,300,600,Swiss roll sheets,
Mono,Mono Epsilon,Confectionery Depositer,5760,30,80,Muffins,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Ladi pav,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Fruit buns,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Burger buns,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Hamburger buns,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Hot dogs,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Long buns,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Jeera rusk,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Fruit rusk,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Tin bread,
Mono,Fusion Pro Bread Plant,Automatic Divider & Rounder,960,250,1000,Baguettes,
Mono,Compact 644,Convection Oven,-,35,50,Ladi pav,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,35,60,Fruit buns,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,60,100,Burger buns,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,60,100,Hamburger buns,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,70,110,Hot dog,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,70,120,Long buns,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,40,Jeera rusk,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,30,50,Fruit rusk,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,400,900,Tin bread,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,250,400,Baguette,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,80,120,Kulcha,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,400,900,White bread,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,400,900,Brown bread,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,40,Jeera butter,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,500,1000,Sourdough bread,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,60,80,Croissants,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,120,250,Brioche,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,30,80,Pizza base,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,20,50,Puff pastry,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,150,300,Khari,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,30,80,Cream roll,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,40,100,Cup cakes,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,10,20,Finger cakes,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,10,20,Macarons,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,200,600,Sponge cakes,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,40,60,Eclairs,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,20,50,Drop cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,150,800,Plum cake,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,300,600,Swiss roll sheets,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,60,100,Cream filled muffins,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,45,Viennese Whirls,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,20,50,Wirecut cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,45,Atta cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,45,Checkered cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,45,Neapolitan Cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,200,350,Barni cakes,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,60,100,Rainbow muffins,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,400,800,Battenberg cake,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,30,50,Date bar cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,45,Shortbread cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,200,500,Slice cakes,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,45,Coconut biscuits,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,20,40,Butter cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,30,60,Danish cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,45,Rotary cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,300,600,Sponge sheets,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,200,400,Swiss rolls,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Compact 644,Convection Oven,-,25,50,Choco-filled cookies,Multipurpose baking oven with steam system and uniform heat distribution
Mono,Eco oven,Convection Oven,-,35,50,Ladi pav,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,35,60,Fruit buns,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,60,100,Burger buns,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,60,100,Hamburger buns,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,70,110,Hot dog,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,70,120,Long buns,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,40,Jeera rusk,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,30,50,Fruit rusk,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,400,900,Tin bread,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,250,400,Baguette,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,80,120,Kulcha,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,400,900,White bread,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,400,900,Brown bread,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,40,Jeera butter,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,500,1000,Sourdough bread,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,60,80,Croissants,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,120,250,Brioche,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,30,80,Pizza base,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,20,50,Puff pastry,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,150,300,Khari,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,30,80,Cream roll,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,40,100,Cup cakes,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,10,20,Finger cakes,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,10,20,Macarons,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,200,600,Sponge cakes,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,40,60,Eclairs,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,20,50,Drop cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,150,800,Plum cake,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,300,600,Swiss roll sheets,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,60,100,Cream filled muffins,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,45,Viennese Whirls,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,20,50,Wirecut cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,45,Atta cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,45,Checkered cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,45,Neapolitan Cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,200,350,Barni cakes,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,60,100,Rainbow muffins,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,400,800,Battenberg cake,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,30,50,Date bar cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,45,Shortbread cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,200,500,Slice cakes,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,45,Coconut biscuits,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,20,40,Butter cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,30,60,Danish cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,45,Rotary cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,300,600,Sponge sheets,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,200,400,Swiss rolls,Energy efficient oven ideal for diversified bakery production
Mono,Eco oven,Convection Oven,-,25,50,Choco-filled cookies,Energy efficient oven ideal for diversified bakery production
Mono,Eco connect | Connect plus oven,Convection Oven,-,35,50,Ladi pav,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,35,60,Fruit buns,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,60,100,Burger buns,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,60,100,Hamburger buns,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,70,110,Hot dog,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,70,120,Long buns,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,40,Jeera rusk,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,30,50,Fruit rusk,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,400,900,Tin bread,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,250,400,Baguette,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,80,120,Kulcha,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,400,900,White bread,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,400,900,Brown bread,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,40,Jeera butter,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,500,1000,Sourdough bread,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,60,80,Croissants,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,120,250,Brioche,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,30,80,Pizza base,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,20,50,Puff pastry,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,150,300,Khari,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,30,80,Cream roll,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,40,100,Cup cakes,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,10,20,Finger cakes,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,10,20,Macarons,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,200,600,Sponge cakes,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,40,60,Eclairs,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,20,50,Drop cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,150,800,Plum cake,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,300,600,Swiss roll sheets,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,60,100,Cream filled muffins,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,45,Viennese Whirls,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,20,50,Wirecut cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,45,Atta cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,45,Checkered cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,45,Neapolitan Cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,200,350,Barni cakes,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,60,100,Rainbow muffins,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,400,800,Battenberg cake,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,30,50,Date bar cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,45,Shortbread cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,200,500,Slice cakes,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,45,Coconut biscuits,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,20,40,Butter cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,30,60,Danish cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,45,Rotary cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,300,600,Sponge sheets,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,200,400,Swiss rolls,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Eco connect | Connect plus oven,Convection Oven,-,25,50,Choco-filled cookies,Advanced version of Eco Oven with enhanced connectivity and control
Mono,Aztec doughnut fryer,Fryer,800,40,45,Doughnuts,Float-fried yeast doughnuts; includes auto oil filtration and tray removal
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",25,50,Cup cakes,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",20,40,Finger cakes,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",10,20,Macarons,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",30,60,Sponge cakes,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",30,60,Eclairs,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",10,30,Drop cookies,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",40,70,Plum cake,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",-,-,Swiss roll sheets,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",30,50,Cream filled muffins,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",10,30,Viennese Whirls,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",10,30,Wirecut cookies,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Mono omega plus wire cut,Confectionery Depositer,"10,800 (soft) / 6480 (hard)",10,30,Atta cookies,Compact footprint; ideal for soft & hard dough precision cutting
Mono,Universal 3D-X,Confectionery Depositer,24000,30,80,Cup cakes,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,25,60,Finger cakes,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,10,20,Macarons,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,50,100,Sponge cakes,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,-,-,Eclairs,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,20,50,Drop cookies,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,150,800,Plum cake,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,300,600,Swiss roll sheets,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,30,80,Cream filled muffins,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,25,45,Viennese Whirls,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,20,50,Wirecut cookies,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,20,50,Atta cookies,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,20,50,Checkered cookies,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,20,50,Neapolitan Cookies,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,100,500,Barni cakes,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,100,500,Rainbow muffins,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
Mono,Universal 3D-X,Confectionery Depositer,24000,100,500,Battenberg cake,"Full touchscreen control, multicolor/layered output, and extreme product variety capabilities"
